ensemblID	Young1	Young2	Young3	Young4	Young5	Old1	Old2	Old3	Old4	Old5	Old6
ENSMUSG00000097699	11.67	9.83	7.35	8.74	6.83	11.09	10.44	29.33	5.85	15.60	22.25
ENSMUSG00000024300	48.22	91.11	38.60	55.08	50.38	96.13	88.72	88.00	86.60	86.79	81.58
ENSMUSG00000062980	64.55	103.62	69.24	65.57	68.31	119.55	113.51	73.77	122.88	184.30	89.00
ENSMUSG00000063406	364.74	433.24	429.54	482.59	630.13	902.15	829.79	805.30	733.75	536.31	541.42
ENSMUSG00000031246	1282.42	2008.09	1599.28	1814.07	3244.60	3696.11	3856.69	3435.40	2922.12	2603.56	2568.05
ENSMUSG00000097462	36.55	50.92	48.41	34.97	41.84	70.25	54.80	72.89	67.87	76.06	48.21
ENSMUSG00000068428	68.44	89.33	62.50	79.56	85.38	117.08	150.04	143.99	91.28	91.66	118.67
ENSMUSG00000033715	23.33	16.08	25.12	15.74	29.88	34.51	50.88	30.22	29.26	39.00	27.81
ENSMUSG00000018217	363.96	342.13	325.98	449.36	425.21	564.46	580.59	575.97	537.15	580.19	626.72
ENSMUSG00000042622	14.78	11.61	12.87	21.86	12.81	25.88	20.88	21.33	25.75	31.20	14.83
ENSMUSG00000043498	679.71	892.38	806.38	802.56	1409.69	1755.01	1650.44	1823.92	1365.69	1086.28	1058.74
ENSMUSG00000026395	60.66	141.14	70.47	77.81	65.75	149.13	126.56	138.66	155.64	114.09	96.42
ENSMUSG00000034918	7.78	10.72	9.19	6.12	12.81	19.72	11.74	12.44	22.23	18.53	7.42
ENSMUSG00000000686	11.67	10.72	9.19	7.87	4.27	14.79	9.13	13.33	15.21	15.60	22.25
ENSMUSG00000026830	941.79	971.89	697.92	1440.76	1550.58	1731.59	1946.61	1934.14	1665.27	1454.87	1670.63
ENSMUSG00000096934	7.78	9.83	7.35	3.50	9.39	18.49	3.91	23.11	19.89	8.78	7.42
ENSMUSG00000043110	42.00	32.16	49.63	16.61	35.01	56.69	62.63	52.44	52.66	57.53	53.77
ENSMUSG00000026638	21.00	25.91	24.51	24.48	14.52	34.51	37.84	30.22	37.45	34.13	35.23
ENSMUSG00000028037	14.00	17.87	11.03	13.99	10.25	22.18	56.10	15.11	23.41	15.60	9.27
ENSMUSG00000032419	31.11	33.05	45.96	29.72	36.72	59.16	44.36	32.00	60.85	78.98	63.04
ENSMUSG00000056071	7.00	16.08	8.58	15.74	3.42	13.56	37.84	6.22	22.23	21.45	12.98
ENSMUSG00000043088	18.66	24.12	9.80	31.47	38.42	29.58	43.06	32.00	35.11	53.63	46.35
ENSMUSG00000086503	48.99	30.37	26.35	31.47	32.45	44.37	73.06	64.89	33.94	49.73	53.77
ENSMUSG00000018819	70.77	75.93	60.05	55.95	46.11	83.81	116.12	83.55	99.47	91.66	92.71
ENSMUSG00000032596	47.44	70.57	40.44	42.84	40.13	70.25	92.63	69.33	76.07	65.33	70.46
ENSMUSG00000084938	4.67	6.25	12.26	13.99	3.42	17.25	6.52	16.00	18.72	9.75	20.40
ENSMUSG00000038151	14.78	16.08	8.58	16.61	17.08	22.18	23.48	26.67	22.23	22.43	18.54
ENSMUSG00000036887	671.15	813.78	708.34	818.30	636.97	1236.15	1129.87	960.85	1265.04	979.99	1010.53
ENSMUSG00000078439	23.33	20.55	15.32	8.74	15.37	32.04	23.48	24.89	25.75	31.20	20.40
ENSMUSG00000096433	56.77	108.98	64.34	120.65	151.98	184.87	169.61	160.88	145.11	147.24	131.65
ENSMUSG00000056880	12.44	11.61	16.54	3.50	15.37	28.35	20.88	24.89	26.92	11.70	9.27
ENSMUSG00000029823	1487.73	1844.62	1348.66	1581.52	2057.76	2458.73	2503.72	3515.40	2125.18	2173.53	2354.82
ENSMUSG00000045555	31.89	24.12	43.51	20.11	17.93	49.30	48.27	40.00	40.96	45.83	38.94
ENSMUSG00000001025	146.98	178.66	154.41	145.13	152.84	229.24	259.63	200.88	239.90	222.33	255.88
ENSMUSG00000094840	39.66	56.28	35.54	34.10	33.30	34.51	32.62	119.99	45.64	71.18	89.00
ENSMUSG00000073131	321.19	427.88	368.88	421.39	685.63	828.21	814.13	694.19	662.36	548.02	546.99
ENSMUSG00000038224	9.33	15.19	9.80	6.12	23.05	19.72	11.74	20.44	21.06	24.38	29.67
ENSMUSG00000026656	42.77	44.66	55.15	50.71	36.72	86.27	62.63	66.66	74.90	62.41	70.46
ENSMUSG00000031165	17.89	34.84	15.32	11.37	18.78	33.28	32.62	30.22	31.60	34.13	22.25
ENSMUSG00000097796	53.66	74.14	82.72	42.84	25.62	96.13	99.16	67.55	95.96	101.41	70.46
ENSMUSG00000012123	10.11	10.72	7.35	13.11	13.66	16.02	13.05	17.78	18.72	24.38	12.98
ENSMUSG00000024338	42.00	102.73	45.96	41.96	35.86	91.20	105.68	59.55	101.81	68.26	87.15
ENSMUSG00000048040	195.20	348.38	282.48	348.83	481.57	573.09	598.86	474.65	448.21	456.35	485.80
ENSMUSG00000026380	112.77	142.92	128.06	151.25	151.13	215.68	190.49	210.66	214.16	201.85	185.42
ENSMUSG00000073478	26.44	22.33	22.06	24.48	31.59	39.44	48.27	32.00	37.45	40.95	35.23
ENSMUSG00000089840	8.55	10.72	4.29	6.12	9.39	14.79	18.27	9.78	14.04	8.78	12.98
ENSMUSG00000092279	38.11	22.33	29.41	31.47	39.28	55.46	46.97	47.11	52.66	50.71	38.94
ENSMUSG00000096696	5.44	10.72	10.42	7.87	15.37	23.42	19.57	16.89	16.38	11.70	9.27
ENSMUSG00000033972	76.99	154.54	122.55	167.86	196.38	251.42	228.32	248.88	197.77	191.12	196.54
ENSMUSG00000073421	35.77	84.86	31.86	28.85	34.15	87.50	62.63	46.22	76.07	92.64	48.21
ENSMUSG00000098168	15.55	8.93	12.87	16.61	35.86	28.35	24.79	32.89	25.75	27.30	35.23
ENSMUSG00000073411	494.61	871.84	430.76	505.32	499.50	979.80	979.83	594.64	994.71	805.45	760.22
ENSMUSG00000039405	116.65	141.14	117.65	118.90	184.43	242.79	221.80	223.99	214.16	167.72	150.19
ENSMUSG00000000290	105.77	178.66	98.65	106.66	111.00	191.03	183.96	167.10	197.77	177.47	161.31
ENSMUSG00000020193	18.66	23.23	23.90	14.86	26.47	30.81	33.92	37.33	29.26	17.55	61.19
ENSMUSG00000032554	774.58	807.52	542.28	962.55	772.73	1091.95	1193.80	1102.17	1118.76	1081.40	1316.48
ENSMUSG00000004885	41.22	41.09	41.05	24.48	25.62	69.02	37.84	16.00	72.56	85.81	64.90
ENSMUSG00000013707	38.88	28.58	31.25	34.97	23.05	53.00	43.06	48.89	49.15	38.03	57.48
ENSMUSG00000025912	34.22	48.24	34.93	46.34	55.50	69.02	75.67	71.11	60.85	48.76	72.31
ENSMUSG00000013584	175.76	186.69	210.79	144.25	135.76	281.00	258.33	124.44	272.67	389.07	254.02
ENSMUSG00000028676	320.41	437.71	336.40	419.64	479.86	602.67	649.74	700.41	533.64	500.23	569.24
ENSMUSG00000027737	888.13	1037.99	965.08	654.81	1098.89	1372.95	1544.76	1070.17	1314.19	1469.50	1546.40
ENSMUSG00000021903	45.88	92.90	41.05	55.08	63.18	87.50	74.37	85.33	86.60	101.41	107.54
ENSMUSG00000062931	212.31	307.29	265.93	280.63	391.06	499.14	480.13	486.20	394.38	380.30	368.98
ENSMUSG00000026548	19.44	44.66	16.54	15.74	18.78	34.51	37.84	30.22	42.13	31.20	42.65
ENSMUSG00000024679	5.44	18.76	12.26	10.49	16.22	23.42	24.79	16.89	25.75	15.60	14.83
ENSMUSG00000025176	17.89	25.01	20.22	24.48	19.64	34.51	37.84	27.55	33.94	40.95	18.54
ENSMUSG00000038760	76.21	188.48	219.98	67.32	59.77	281.00	223.10	146.66	242.24	173.57	183.56
ENSMUSG00000031200	52.88	38.41	25.74	44.59	57.21	75.18	46.97	92.44	71.39	54.61	59.33
ENSMUSG00000075437	37.33	74.14	52.70	34.10	54.65	83.81	66.54	75.55	84.26	77.03	70.46
ENSMUSG00000032691	18.66	21.44	12.26	19.23	13.66	18.49	37.84	27.55	22.23	23.40	29.67
ENSMUSG00000097479	7.00	10.72	7.35	4.37	7.68	12.32	15.66	23.11	10.53	3.90	11.13
ENSMUSG00000052160	140.76	172.40	135.42	128.51	152.84	231.70	220.49	202.66	214.16	211.60	207.67
ENSMUSG00000026739	509.39	644.05	678.31	670.55	920.44	1135.09	1059.41	1119.95	950.25	910.76	919.68
ENSMUSG00000029919	97.21	138.46	87.62	110.16	131.49	163.92	207.45	192.88	165.01	131.64	146.48
ENSMUSG00000094942	4.67	13.40	4.29	8.74	16.22	17.25	20.88	15.11	16.38	13.65	9.27
ENSMUSG00000048424	88.66	125.95	114.58	87.42	99.05	157.75	150.04	104.88	177.88	188.20	148.34
ENSMUSG00000067203	7.78	10.72	7.97	12.24	7.68	16.02	9.13	17.78	23.41	7.80	16.69
ENSMUSG00000087644	15.55	15.19	12.87	10.49	22.20	20.95	19.57	42.66	19.89	19.50	20.40
ENSMUSG00000041685	489.17	640.48	530.03	489.58	818.83	928.03	1046.37	1028.40	775.88	761.57	754.66
ENSMUSG00000034795	34.22	51.81	37.99	41.09	67.45	73.95	79.59	71.11	72.56	64.36	53.77
ENSMUSG00000000982	6.22	23.23	5.51	1.75	3.42	13.56	15.66	16.89	15.21	15.60	11.13
ENSMUSG00000054545	12.44	13.40	11.03	19.23	11.10	17.25	20.88	23.11	21.06	23.40	16.69
ENSMUSG00000032113	15.55	15.19	17.77	15.74	20.49	23.42	22.18	32.89	23.41	24.38	29.67
ENSMUSG00000040966	5.44	5.36	12.26	9.62	3.42	14.79	10.44	4.44	18.72	14.63	14.83
ENSMUSG00000044043	163.32	159.00	154.41	128.51	202.36	255.12	217.88	246.21	237.56	238.90	226.21
ENSMUSG00000041538	9.33	13.40	7.97	9.62	11.95	22.18	20.88	11.56	17.55	10.73	18.54
ENSMUSG00000035472	6.22	10.72	7.35	5.25	6.83	14.79	10.44	7.11	14.04	9.75	18.54
ENSMUSG00000037405	34.22	64.32	41.67	37.59	35.01	61.62	74.37	50.66	71.39	59.48	68.61
ENSMUSG00000053175	8.55	14.29	9.19	10.49	11.10	12.32	20.88	21.33	8.19	12.68	31.52
ENSMUSG00000037860	45.88	58.96	39.22	34.10	52.08	61.62	67.84	99.55	67.87	53.63	61.19
ENSMUSG00000078578	1202.32	1827.64	1446.09	1758.99	2657.15	2935.69	2853.37	3012.31	2348.70	2315.90	2432.70
ENSMUSG00000020641	27.22	76.82	20.22	39.34	37.57	57.93	150.04	40.00	62.02	48.76	44.50
ENSMUSG00000041515	92.55	108.09	93.14	93.54	91.36	129.41	139.60	141.33	131.07	149.19	150.19
ENSMUSG00000011034	7.78	6.25	9.19	8.74	14.52	12.32	14.35	18.67	11.70	17.55	12.98
ENSMUSG00000039457	86.32	60.74	91.30	51.58	50.38	108.46	91.33	106.66	107.66	100.44	98.27
ENSMUSG00000071489	13.22	8.93	11.64	9.62	3.42	14.79	16.96	9.78	11.70	27.30	12.98
ENSMUSG00000025888	59.10	35.73	36.77	26.23	22.20	65.32	90.02	26.67	63.19	37.05	66.75
ENSMUSG00000087128	10.89	25.01	22.06	13.99	17.93	32.04	32.62	24.00	32.77	20.48	25.96
ENSMUSG00000021624	60.66	95.58	60.05	48.96	70.87	113.39	80.89	99.55	101.81	95.56	105.69
ENSMUSG00000097375	45.11	49.13	42.28	54.20	77.70	91.20	57.41	114.66	77.24	72.16	66.75
ENSMUSG00000019970	1168.88	1277.39	1169.74	2155.02	1667.55	2331.79	1968.79	2220.35	2180.18	2269.09	2189.80
ENSMUSG00000023959	155.54	145.60	147.67	168.73	163.94	221.84	242.67	236.43	223.52	211.60	226.21
ENSMUSG00000052142	54.44	39.30	48.41	30.60	40.98	64.09	60.02	63.11	67.87	63.38	64.90
ENSMUSG00000022698	984.56	1366.71	1161.16	1300.88	1864.79	2191.29	2168.41	2057.69	1861.87	1696.70	1805.98
ENSMUSG00000015355	12.44	29.48	12.26	12.24	17.93	25.88	28.70	26.67	24.58	18.53	33.38
ENSMUSG00000073062	96.43	198.31	135.42	188.84	256.15	317.97	293.56	271.10	248.09	190.15	257.73
ENSMUSG00000055541	118.99	173.30	117.65	115.40	168.21	214.45	224.41	198.21	224.69	176.50	176.15
ENSMUSG00000056737	68.44	46.45	51.47	66.44	63.18	91.20	73.06	74.66	87.77	99.46	96.42
ENSMUSG00000025903	327.41	399.29	312.50	375.93	623.30	709.89	774.99	635.53	565.23	502.18	443.15
ENSMUSG00000023064	70.77	50.02	52.70	68.19	79.41	86.27	105.68	80.89	93.62	102.39	96.42
ENSMUSG00000000562	21.78	10.72	14.71	18.36	14.52	25.88	16.96	21.33	35.11	25.35	22.25
ENSMUSG00000090124	7.78	9.83	12.26	7.87	4.27	19.72	14.35	8.89	19.89	9.75	11.13
ENSMUSG00000036131	43.55	36.62	42.89	24.48	32.45	57.93	41.75	66.66	57.34	52.66	42.65
ENSMUSG00000034422	69.99	122.38	83.33	84.80	86.24	136.80	202.23	105.77	131.07	99.46	122.38
ENSMUSG00000059498	159.43	177.76	172.80	165.23	137.47	245.26	251.81	217.77	252.77	199.90	254.02
ENSMUSG00000040562	36.55	35.73	26.35	35.84	41.84	51.76	48.27	43.55	52.66	65.33	46.35
ENSMUSG00000060002	634.60	867.37	689.34	962.55	1238.92	1472.78	1390.81	1379.49	1233.45	1063.85	1177.41
ENSMUSG00000021775	1057.67	1198.78	1079.05	1155.76	1582.17	1878.25	1962.27	1762.59	1676.97	1502.65	1765.19
ENSMUSG00000037610	52.88	67.89	93.14	64.69	72.58	126.94	96.55	88.00	102.98	107.26	100.13
ENSMUSG00000092827	14.00	8.04	10.42	9.62	7.68	11.09	23.48	14.22	11.70	16.58	18.54
ENSMUSG00000033446	60.66	42.88	46.57	57.70	64.04	61.62	109.59	102.22	50.32	77.03	83.44
ENSMUSG00000018774	134.54	184.02	140.93	146.87	137.47	247.72	240.06	207.10	241.07	201.85	150.19
ENSMUSG00000035597	358.52	482.37	337.01	476.47	550.73	653.20	647.13	919.96	552.36	514.86	584.07
ENSMUSG00000073590	30.33	26.80	31.86	50.71	41.84	62.85	41.75	49.78	58.51	39.00	77.88
ENSMUSG00000047259	53.66	69.68	96.20	58.57	53.79	114.62	86.11	89.77	110.00	102.39	85.29
ENSMUSG00000001665	50.55	58.96	26.96	56.83	68.31	67.78	80.89	72.00	77.24	86.79	76.02
ENSMUSG00000089767	16.33	10.72	10.42	11.37	11.95	19.72	13.05	35.55	15.21	10.73	20.40
ENSMUSG00000004894	339.85	253.69	186.89	355.82	280.91	393.15	386.19	453.31	393.20	383.22	465.40
ENSMUSG00000019989	5.44	8.04	9.19	8.74	6.83	8.63	13.05	12.44	10.53	16.58	11.13
ENSMUSG00000024677	11.67	30.37	15.93	16.61	22.20	33.28	30.01	27.55	37.45	32.18	12.98
ENSMUSG00000039997	29.55	38.41	36.77	19.23	31.59	38.21	52.19	71.11	36.28	39.98	40.79
ENSMUSG00000081225	65.33	56.28	31.25	73.44	70.87	94.90	100.46	84.44	80.75	78.01	85.29
ENSMUSG00000000365	18.66	17.87	15.32	17.48	11.95	36.97	22.18	18.67	25.75	26.33	16.69
ENSMUSG00000032268	19.44	19.65	11.64	15.74	14.52	25.88	32.62	24.00	28.09	15.60	20.40
ENSMUSG00000031838	48.99	51.81	37.99	48.96	37.57	78.88	70.45	45.33	65.53	70.21	66.75
ENSMUSG00000098239	110.43	131.31	144.00	156.49	202.36	266.21	254.42	278.21	221.18	134.57	163.17
ENSMUSG00000032423	704.59	1003.15	852.34	1000.14	1456.65	1737.75	1617.83	1563.49	1466.33	1177.94	1220.06
ENSMUSG00000042118	8.55	7.15	6.74	11.37	13.66	14.79	26.09	13.33	10.53	16.58	7.42
ENSMUSG00000030760	135.32	182.23	152.57	194.08	233.10	276.07	264.85	298.65	221.18	240.85	252.17
ENSMUSG00000039109	28.77	50.92	44.73	35.84	31.59	61.62	57.41	32.00	77.24	76.06	40.79
ENSMUSG00000083284	9.33	24.12	20.83	20.11	19.64	24.65	35.23	26.67	26.92	24.38	33.38
ENSMUSG00000066258	35.00	36.62	39.22	36.72	36.72	51.76	58.71	52.44	53.83	54.61	50.06
ENSMUSG00000027162	1402.18	1871.42	1650.75	1818.44	2342.94	2920.90	2855.98	2947.42	2461.04	2206.69	2312.18
ENSMUSG00000025450	39.66	31.26	20.83	25.35	21.35	38.21	40.45	73.77	39.79	29.25	27.81
ENSMUSG00000096954	45.88	36.62	20.83	30.60	40.13	45.60	48.27	98.66	43.30	48.76	29.67
ENSMUSG00000022468	14.78	29.48	14.09	20.98	21.35	44.37	13.05	25.78	39.79	24.38	38.94
ENSMUSG00000097133	7.78	15.19	11.64	6.12	10.25	20.95	10.44	29.33	19.89	12.68	3.71
ENSMUSG00000028252	329.74	475.22	405.64	439.75	570.37	767.82	673.22	741.30	615.55	500.23	541.42
ENSMUSG00000054162	1127.66	1220.22	1050.87	1378.69	1682.92	2254.15	2004.02	1882.58	1934.43	1441.22	1631.69
ENSMUSG00000031286	13.22	10.72	11.64	14.86	14.52	23.42	19.57	18.67	16.38	14.63	27.81
ENSMUSG00000052392	21.00	16.08	20.83	18.36	26.47	29.58	24.79	35.55	22.23	30.23	42.65
ENSMUSG00000062078	4174.67	5140.81	4174.67	5215.77	6999.79	7761.96	7995.19	8719.61	6805.02	6127.63	6940.24
ENSMUSG00000034768	62.99	75.04	57.60	74.31	76.85	119.55	91.33	73.77	118.20	100.44	96.42
ENSMUSG00000097379	19.44	20.55	11.64	12.24	16.22	18.49	20.88	36.44	19.89	22.43	24.10
ENSMUSG00000056888	13.22	15.19	19.61	7.87	9.39	23.42	15.66	16.89	18.72	22.43	25.96
ENSMUSG00000030218	365.52	471.65	460.79	333.96	282.62	547.21	626.26	266.65	660.02	795.69	558.11
ENSMUSG00000006219	17.11	20.55	25.12	17.48	30.74	32.04	46.97	17.78	38.62	31.20	37.08
ENSMUSG00000022788	722.48	896.85	851.72	702.90	1115.12	1339.67	1377.76	1410.60	1178.44	1072.63	984.58
ENSMUSG00000000628	125.99	148.28	144.61	107.53	111.00	197.19	164.39	187.55	183.73	201.85	152.04
ENSMUSG00000073739	16.33	5.36	1.23	4.37	11.10	12.32	16.96	9.78	10.53	12.68	18.54
ENSMUSG00000024778	12.44	18.76	28.80	23.60	21.35	36.97	27.40	35.55	25.75	33.15	27.81
ENSMUSG00000020660	32.66	16.08	20.83	18.36	24.76	11.09	45.66	26.67	14.04	89.71	40.79
ENSMUSG00000074646	18.66	13.40	7.97	11.37	17.08	23.42	18.27	24.00	22.23	13.65	22.25
ENSMUSG00000053347	167.98	294.78	233.46	337.46	435.46	483.12	439.68	491.53	389.69	383.22	372.69
ENSMUSG00000055531	1108.22	1352.42	1049.64	1216.08	1633.40	1861.00	1949.22	2488.78	1612.61	1470.47	1551.96
ENSMUSG00000040747	85.55	158.11	112.13	121.52	149.42	207.05	183.96	180.44	172.03	161.87	168.73
ENSMUSG00000000581	438.62	517.21	503.07	508.81	645.50	913.24	781.51	712.86	819.18	639.68	597.05
ENSMUSG00000074039	14.00	8.04	19.00	10.49	8.54	20.95	16.96	19.55	22.23	15.60	16.69
ENSMUSG00000064262	13.22	14.29	11.03	6.99	17.93	24.65	19.57	17.78	19.89	12.68	22.25
ENSMUSG00000020473	418.40	429.67	435.05	360.19	455.10	479.42	626.26	397.32	572.25	905.88	650.82
ENSMUSG00000047307	135.32	147.39	145.22	113.65	139.18	186.10	189.18	219.55	207.13	183.32	166.88
ENSMUSG00000074704	13.22	16.08	17.77	11.37	16.22	27.11	19.57	20.44	26.92	18.53	22.25
ENSMUSG00000036353	444.84	605.64	477.95	500.07	767.60	830.67	868.93	881.74	708.00	718.66	775.05
ENSMUSG00000044468	124.43	133.99	99.88	215.94	224.56	200.89	324.87	199.10	215.33	227.20	231.77
ENSMUSG00000038843	71.55	97.37	78.43	74.31	110.15	142.96	101.77	126.22	132.24	103.36	135.36
ENSMUSG00000037336	15.55	16.08	12.26	12.24	9.39	18.49	19.57	19.55	16.38	21.45	22.25
ENSMUSG00000089768	3.11	13.40	13.48	10.49	9.39	22.18	18.27	9.78	18.72	20.48	5.56
ENSMUSG00000071266	130.65	179.55	129.29	173.10	231.39	239.10	249.20	305.76	215.33	189.17	254.02
ENSMUSG00000051617	155.54	167.04	180.76	144.25	181.87	244.02	228.32	286.21	231.71	247.68	165.02
ENSMUSG00000079517	4.67	10.72	7.35	8.74	11.10	20.95	7.83	10.67	16.38	9.75	14.83
ENSMUSG00000031586	47.44	41.09	39.83	43.71	39.28	59.16	76.98	48.00	63.19	63.38	53.77
ENSMUSG00000003282	45.88	59.85	44.12	47.21	61.48	83.81	62.63	98.66	81.92	51.68	64.90
ENSMUSG00000040483	69.99	89.33	51.47	82.18	71.72	92.43	146.13	98.66	108.83	87.76	92.71
ENSMUSG00000059901	24.89	26.80	29.41	7.87	9.39	23.42	20.88	38.22	28.09	43.88	29.67
ENSMUSG00000016087	48.99	42.88	54.53	48.96	54.65	76.41	87.41	80.89	64.36	57.53	63.04
ENSMUSG00000056380	2.33	18.76	3.68	14.86	12.81	13.56	20.88	20.44	14.04	11.70	24.10
ENSMUSG00000021613	371.74	465.40	455.27	336.59	691.61	688.94	781.51	806.19	594.49	582.14	546.99
ENSMUSG00000032443	10.11	6.25	6.74	9.62	5.98	23.42	7.83	16.00	15.21	4.88	7.42
ENSMUSG00000022338	695.26	948.66	837.02	816.55	1035.71	1275.58	1262.95	1323.50	1159.72	1100.91	1216.35
ENSMUSG00000031290	318.08	408.23	383.58	393.41	527.67	645.80	644.52	695.97	555.87	470.98	454.28
ENSMUSG00000043953	16.33	15.19	9.19	12.24	8.54	22.18	14.35	14.22	22.23	20.48	16.69
ENSMUSG00000024079	132.21	173.30	138.48	161.74	178.45	215.68	292.25	207.10	209.48	181.37	233.63
ENSMUSG00000084974	8.55	8.93	15.32	10.49	8.54	16.02	20.88	21.33	11.70	12.68	12.98
ENSMUSG00000025887	10.89	25.01	13.48	17.48	24.76	33.28	27.40	18.67	26.92	30.23	25.96
ENSMUSG00000040296	120.54	161.68	135.42	131.14	143.45	182.40	293.56	167.10	176.71	193.07	172.44
ENSMUSG00000049517	14.00	8.93	15.32	11.37	23.05	28.35	16.96	22.22	22.23	14.63	29.67
ENSMUSG00000055069	14.00	14.29	20.22	30.60	26.47	29.58	35.23	38.22	26.92	22.43	35.23
ENSMUSG00000031167	227.09	214.39	173.41	191.46	210.04	267.44	320.96	319.10	259.80	273.03	270.71
ENSMUSG00000059142	157.87	225.11	197.92	236.05	286.04	351.25	352.27	372.43	285.54	260.36	259.59
ENSMUSG00000064310	7.78	7.15	12.87	5.25	7.68	16.02	13.05	16.00	11.70	11.70	7.42
ENSMUSG00000069045	756.70	883.45	786.77	1001.89	1221.85	1705.71	1564.33	1416.83	1407.81	829.82	1082.85
ENSMUSG00000040852	175.76	166.15	159.93	187.96	203.21	257.58	271.38	277.32	248.09	200.87	254.02
ENSMUSG00000017057	94.10	155.43	133.58	148.62	169.91	195.96	206.14	197.32	191.92	202.82	194.69
ENSMUSG00000087354	14.00	13.40	13.48	8.74	1.71	13.56	13.05	22.22	16.38	11.70	22.25
ENSMUSG00000033208	1667.38	1640.95	1638.50	1755.49	1742.69	2252.92	2407.17	2362.56	2310.08	2237.89	2616.26
ENSMUSG00000022901	27.22	44.66	39.22	48.96	37.57	62.85	54.80	55.11	52.66	57.53	53.77
ENSMUSG00000023882	13.22	23.23	19.61	21.86	32.45	32.04	43.06	34.67	19.89	31.20	33.38
ENSMUSG00000050141	63.77	82.18	69.85	48.08	60.62	97.36	80.89	97.77	104.15	89.71	79.73
ENSMUSG00000030256	808.80	823.60	835.18	768.46	882.02	1079.62	1188.58	1130.62	1136.32	1086.28	1309.06
ENSMUSG00000050029	450.29	596.71	572.92	552.53	791.51	850.39	981.13	896.85	750.13	737.19	801.01
ENSMUSG00000051747	49.77	51.81	23.90	37.59	49.52	60.39	45.66	88.88	56.17	55.58	59.33
ENSMUSG00000041482	24.11	35.73	33.70	27.10	23.05	45.60	48.27	27.55	44.47	44.86	40.79
ENSMUSG00000002944	20.22	32.16	44.73	32.35	24.76	55.46	45.66	40.00	55.00	39.00	35.23
ENSMUSG00000022912	249.64	292.99	280.64	283.26	282.62	401.78	413.59	360.87	375.65	378.34	406.07
ENSMUSG00000081603	13.22	10.72	7.97	7.87	7.68	11.09	23.48	9.78	12.87	14.63	16.69
ENSMUSG00000059237	10.11	9.83	6.13	10.49	4.27	19.72	13.05	6.22	16.38	10.73	11.13
ENSMUSG00000056260	143.10	223.32	171.57	251.78	288.60	359.87	364.01	344.87	277.35	243.78	254.02
ENSMUSG00000021072	616.71	665.49	672.80	732.62	1017.78	1191.78	1167.70	1032.84	1067.27	956.59	847.37
ENSMUSG00000071337	1105.10	1091.58	811.28	793.82	1084.38	1369.25	1317.75	2135.02	1219.40	1113.58	1169.99
ENSMUSG00000033186	690.59	844.15	882.97	866.38	1302.96	1610.81	1505.62	1411.49	1270.89	996.57	1021.66
ENSMUSG00000036814	270.64	286.74	250.62	255.28	292.01	414.10	405.76	197.32	423.63	526.56	356.00
ENSMUSG00000033227	5.44	16.08	29.41	14.86	8.54	32.04	18.27	2.67	39.79	47.78	20.40
ENSMUSG00000069833	706.15	803.06	756.13	691.53	836.76	969.94	1261.64	885.29	1023.97	1238.40	990.14
ENSMUSG00000019232	116.65	292.99	197.92	477.34	188.70	410.41	391.41	348.43	396.72	417.35	337.46
ENSMUSG00000001131	6.22	8.93	11.03	10.49	4.27	12.32	13.05	10.67	15.21	8.78	18.54
ENSMUSG00000028004	774.58	854.87	1053.32	674.92	865.79	1148.64	1253.81	1402.60	1045.04	1136.01	1112.51
ENSMUSG00000068130	30.33	33.05	28.19	19.23	46.11	45.60	48.27	55.11	36.28	43.88	38.94
ENSMUSG00000026177	49.77	77.72	40.44	57.70	38.42	96.13	62.63	68.44	84.26	68.26	70.46
ENSMUSG00000091191	6.22	10.72	13.48	9.62	10.25	8.63	15.66	19.55	7.02	23.40	18.54
ENSMUSG00000024737	36.55	68.78	33.09	45.46	28.18	70.25	52.19	50.66	73.73	54.61	64.90
ENSMUSG00000022906	80.10	102.73	64.95	69.94	82.82	104.76	140.91	96.00	114.68	112.14	105.69
ENSMUSG00000038174	1681.38	2048.28	2026.98	1746.75	2582.87	3270.92	3036.03	3207.86	2767.65	2194.99	2484.62
ENSMUSG00000078942	11.67	11.61	7.97	6.12	14.52	17.25	16.96	20.44	12.87	12.68	11.13
ENSMUSG00000026034	980.67	961.17	781.26	944.19	969.96	1324.88	1330.79	1867.47	1169.08	1046.30	1058.74
ENSMUSG00000030966	52.88	61.64	47.18	74.31	73.43	87.50	110.90	70.22	86.60	89.71	76.02
ENSMUSG00000021423	143.87	217.07	183.21	165.23	200.65	260.05	288.34	281.77	248.09	222.33	218.79
ENSMUSG00000097073	10.11	7.15	7.97	12.24	7.68	12.32	16.96	17.78	14.04	9.75	9.27
ENSMUSG00000051037	24.89	45.56	41.05	27.10	46.96	67.78	50.88	59.55	53.83	40.95	44.50
ENSMUSG00000042225	52.88	66.10	49.63	54.20	93.07	101.06	105.68	80.89	87.77	78.01	81.58
ENSMUSG00000028212	53.66	87.54	66.79	83.05	108.44	134.34	123.95	120.88	97.13	95.56	101.98
ENSMUSG00000007613	455.73	653.88	539.22	533.29	752.23	939.13	844.14	846.18	794.60	748.89	728.70
ENSMUSG00000029204	9.33	16.08	10.42	9.62	12.81	14.79	19.57	22.22	11.70	16.58	16.69
ENSMUSG00000027763	1236.54	1455.15	1302.71	1469.61	1757.21	2144.46	2206.24	2287.90	1858.36	1706.45	1826.38
