ensemblID	Young1	Young2	Young3	Young4	Young5	Old1	Old2	Old3	Old4	Old5	Old6
ENSMUSG00000026939	211.53	229.57	218.14	212.44	223.71	188.56	212.67	175.99	181.39	199.90	211.38
ENSMUSG00000042275	241.09	218.85	229.78	255.28	207.48	191.03	204.84	203.55	215.33	220.38	179.86
ENSMUSG00000046658	709.26	717.30	772.68	744.86	657.46	560.76	654.96	584.86	647.15	667.95	723.13
ENSMUSG00000040875	448.73	368.03	430.15	438.87	355.20	410.41	337.92	332.43	401.40	359.82	320.78
ENSMUSG00000024777	2382.86	2272.50	2401.37	2216.22	2003.97	1979.31	1860.50	1782.14	2105.28	2084.80	2174.97
ENSMUSG00000015852	455.73	648.52	512.87	475.59	461.07	422.73	430.55	463.98	452.89	478.78	454.28
ENSMUSG00000078815	16.33	25.91	29.41	30.60	26.47	28.35	20.88	23.11	23.41	24.38	11.13
ENSMUSG00000001415	1547.61	1403.34	1549.03	1579.77	1410.55	1319.95	1179.45	1280.83	1372.71	1387.59	1422.16
ENSMUSG00000041164	4983.47	4482.46	4412.42	4598.55	4273.47	3840.31	3983.24	3892.27	4122.80	4263.21	4060.68
ENSMUSG00000028850	106.54	92.90	101.10	112.78	92.21	94.90	80.89	84.44	93.62	98.49	79.73
ENSMUSG00000047261	3141.89	3055.01	3153.21	3408.70	2715.21	2936.92	2713.77	2394.56	2878.82	2719.60	2786.85
ENSMUSG00000032680	69.99	74.14	61.89	76.06	70.01	56.69	57.41	53.33	60.85	77.03	64.90
ENSMUSG00000037536	1315.86	1164.83	1234.08	1196.85	1221.85	1084.55	1035.93	1111.95	1062.59	1127.23	1088.41
ENSMUSG00000036078	472.84	464.50	477.95	505.32	422.65	419.03	416.20	425.76	436.50	403.70	378.25
ENSMUSG00000032312	461.95	460.93	533.71	451.11	457.66	373.43	440.99	371.54	373.31	472.93	487.65
ENSMUSG00000037461	542.83	510.06	521.45	537.66	514.01	447.38	424.03	516.42	456.40	445.63	496.92
ENSMUSG00000021278	108.10	75.04	99.88	90.92	66.60	73.95	76.98	53.33	90.11	88.74	85.29
ENSMUSG00000086938	40.44	32.16	26.96	30.60	28.18	25.88	26.09	24.89	25.75	26.33	40.79
ENSMUSG00000028813	17.11	25.91	25.12	26.23	16.22	22.18	9.13	19.55	19.89	19.50	25.96
ENSMUSG00000000126	234.09	312.65	191.18	335.71	295.43	236.63	233.54	235.55	244.58	246.70	244.75
ENSMUSG00000072949	177.31	166.15	150.12	219.44	168.21	162.68	146.13	142.22	150.96	160.89	170.59
ENSMUSG00000031161	864.02	856.65	903.19	688.91	774.43	690.17	626.26	787.52	719.71	772.29	734.26
ENSMUSG00000033256	636.93	521.67	566.18	577.00	479.86	458.47	508.83	439.98	526.61	546.06	467.26
ENSMUSG00000043866	428.51	402.87	452.82	456.36	406.43	363.57	377.06	353.76	351.08	420.27	420.90
ENSMUSG00000044475	364.74	357.31	362.14	382.92	373.13	314.27	380.97	286.21	325.33	342.27	302.23
ENSMUSG00000026668	35.77	36.62	31.86	26.23	31.59	22.18	39.14	25.78	22.23	24.38	40.79
ENSMUSG00000023707	457.28	364.46	435.05	449.36	382.52	415.34	331.39	325.32	421.29	371.52	348.59
ENSMUSG00000048106	157.09	150.96	150.74	175.72	153.69	135.57	142.21	138.66	132.24	135.54	153.90
ENSMUSG00000041319	111.21	105.41	90.07	85.68	91.36	94.90	61.32	88.00	97.13	67.28	105.69
ENSMUSG00000056692	6366.99	5902.77	5786.20	6534.14	5782.21	5090.01	5470.60	5227.32	5400.72	5680.05	5351.20
ENSMUSG00000018565	968.23	912.04	972.44	910.09	852.99	799.86	772.38	753.74	829.71	865.90	890.01
ENSMUSG00000072825	4996.69	4556.61	4898.94	4435.94	3977.19	3872.35	3985.85	3697.61	4215.25	4287.58	4194.18
ENSMUSG00000041372	21.00	16.97	15.32	10.49	21.35	14.79	11.74	16.89	17.55	15.60	9.27
ENSMUSG00000096140	17.11	14.29	7.35	12.24	28.18	9.86	14.35	11.56	11.70	10.73	24.10
ENSMUSG00000010067	110.43	106.30	113.97	114.53	91.36	77.64	92.63	86.22	88.94	102.39	127.94
ENSMUSG00000029436	4879.26	4517.30	5235.34	4637.89	3979.75	4052.29	3985.85	4169.59	4223.44	4270.03	3945.72
ENSMUSG00000028057	467.39	460.93	479.17	505.32	386.79	389.45	472.30	363.54	394.38	398.82	426.46
ENSMUSG00000063802	1393.63	1185.38	1322.93	1329.73	1057.91	1121.53	1152.05	901.29	1217.06	1149.66	1125.49
ENSMUSG00000029343	69.99	59.85	56.99	75.19	45.25	54.23	58.71	42.66	53.83	54.61	63.04
ENSMUSG00000038305	387.29	448.42	434.44	458.11	417.53	366.04	387.50	329.76	381.50	379.32	445.01
ENSMUSG00000025602	94.10	92.90	87.62	105.78	96.48	92.43	78.28	88.88	95.96	78.98	61.19
ENSMUSG00000003546	326.63	343.91	308.21	351.45	323.61	300.72	267.46	256.88	311.29	310.09	307.80
ENSMUSG00000025237	2349.42	2134.04	2334.58	2310.64	2132.90	1944.80	1893.12	2137.68	2056.13	1974.61	1926.50
ENSMUSG00000001473	114.32	94.69	110.30	120.65	85.38	89.97	90.02	93.33	99.47	90.69	92.71
ENSMUSG00000097170	14.78	17.87	13.48	15.74	6.83	13.56	11.74	10.67	14.04	9.75	11.13
ENSMUSG00000027593	1192.21	1071.04	1030.65	1318.37	1150.12	984.73	1092.03	891.52	1049.72	1085.30	999.41
ENSMUSG00000041544	809.58	758.39	832.73	705.52	696.73	659.36	644.52	653.30	654.17	736.21	687.90
ENSMUSG00000047013	3117.78	2937.99	3315.59	2922.61	2873.18	2583.21	2528.50	2573.22	2731.37	2795.66	2886.98
ENSMUSG00000037447	169.54	176.87	189.34	210.69	156.25	147.89	148.74	141.33	177.88	183.32	153.90
ENSMUSG00000029790	136.87	179.55	158.70	173.10	201.51	154.06	147.43	141.33	153.30	153.09	146.48
ENSMUSG00000049091	534.28	518.10	547.80	523.68	532.80	465.87	439.68	417.76	480.97	524.61	493.21
ENSMUSG00000079108	38.88	51.81	62.50	42.84	51.23	35.74	36.53	48.89	39.79	45.83	55.63
ENSMUSG00000052296	3492.63	3153.27	3072.33	3170.90	2901.35	2664.55	2760.74	2742.10	2748.92	2970.20	2853.60
ENSMUSG00000085776	16.33	10.72	14.09	10.49	14.52	16.02	6.52	11.56	15.21	6.83	12.98
ENSMUSG00000091735	343.74	318.90	260.42	331.34	269.81	260.05	259.63	263.99	271.50	273.03	283.69
ENSMUSG00000057604	125.21	116.13	107.84	120.65	118.68	98.60	120.03	95.11	94.79	105.31	111.25
ENSMUSG00000096210	2280.98	2477.95	2339.48	2700.55	2280.61	2225.80	2087.52	2045.24	2153.27	2080.90	2213.90
ENSMUSG00000051048	69.99	51.81	52.70	76.93	60.62	50.53	45.66	49.78	52.66	54.61	79.73
ENSMUSG00000008028	83.21	54.49	65.56	46.34	52.08	46.83	52.19	49.78	59.68	49.73	63.04
ENSMUSG00000033287	1641.71	1483.73	1455.90	1570.15	1288.45	1248.47	1225.11	1413.27	1265.04	1382.71	1338.73
ENSMUSG00000045036	33.44	35.73	28.19	59.45	45.25	29.58	44.36	26.67	31.60	34.13	46.35
ENSMUSG00000067071	202.20	251.90	224.88	236.92	216.88	203.35	206.14	153.77	228.20	218.43	187.27
ENSMUSG00000028407	38.88	40.20	40.44	55.08	43.55	43.14	35.23	28.44	39.79	39.00	46.35
ENSMUSG00000087190	16.33	9.83	12.26	20.11	8.54	12.32	10.44	7.11	18.72	10.73	9.27
ENSMUSG00000071860	80.88	105.41	85.17	89.17	107.58	72.71	75.67	105.77	71.39	67.28	100.13
ENSMUSG00000021951	331.30	271.56	339.46	333.09	267.25	268.67	293.56	248.88	263.31	267.18	302.23
ENSMUSG00000044145	16.33	17.87	17.77	21.86	22.20	17.25	9.13	20.44	18.72	14.63	18.54
ENSMUSG00000018581	95.66	153.64	77.82	159.99	206.63	120.78	91.33	121.77	118.20	144.32	124.23
ENSMUSG00000073096	500.06	432.35	489.59	525.42	484.98	426.43	440.99	406.20	431.82	446.60	426.46
ENSMUSG00000050556	1368.74	1281.85	1395.23	1098.93	1235.51	1132.62	1085.51	1145.73	1176.10	1134.06	1080.99
ENSMUSG00000041757	1573.28	1516.78	1492.05	1351.59	1427.62	1302.70	1219.89	1296.83	1331.75	1284.23	1373.96
ENSMUSG00000096232	356.18	318.90	411.16	359.32	309.09	284.70	293.56	268.43	334.69	350.07	330.05
ENSMUSG00000024395	185.87	153.64	145.83	140.75	157.11	114.62	144.82	112.88	127.56	164.79	166.88
ENSMUSG00000028973	906.79	858.44	860.30	831.41	807.73	693.87	772.38	650.64	779.39	819.10	810.28
ENSMUSG00000026620	1240.42	1344.38	1272.68	1387.43	1318.33	1199.17	1140.31	1121.73	1157.38	1114.56	1231.18
ENSMUSG00000021606	456.51	426.99	460.79	521.05	398.74	415.34	379.67	330.65	435.33	457.33	372.69
ENSMUSG00000075227	505.50	479.69	517.16	449.36	458.51	373.43	451.43	363.54	429.48	467.08	476.53
ENSMUSG00000029910	83.99	110.77	96.20	115.40	122.95	92.43	97.85	97.77	88.94	74.11	109.40
ENSMUSG00000035863	3471.63	3253.31	3399.54	3083.48	2821.94	2541.31	2885.99	2579.44	2817.97	3191.55	2948.16
ENSMUSG00000045534	31.11	31.26	34.31	90.92	38.42	36.97	35.23	29.33	35.11	41.93	55.63
ENSMUSG00000025195	185.87	192.05	207.72	234.30	246.76	183.63	197.01	183.99	173.20	202.82	183.56
ENSMUSG00000033475	35.77	35.73	31.86	44.59	33.30	29.58	37.84	23.11	25.75	38.03	37.08
ENSMUSG00000022236	10.89	15.19	12.26	13.99	11.10	12.32	10.44	8.89	9.36	10.73	14.83
ENSMUSG00000015829	1712.48	1603.43	1747.56	1232.69	1809.29	1457.99	1315.14	1575.04	1446.43	1426.59	1338.73
ENSMUSG00000049422	2260.76	2009.87	2018.40	2353.48	2095.33	1804.30	1827.88	1596.37	2011.66	2000.94	2126.76
ENSMUSG00000039483	542.83	513.63	585.18	544.66	484.13	465.87	467.08	396.43	488.00	522.66	493.21
ENSMUSG00000059995	4562.74	4340.43	4696.12	4589.81	3984.02	3721.99	3970.20	3600.73	3977.69	4041.86	4173.78
ENSMUSG00000039477	1330.64	1235.40	1416.68	1084.07	1264.54	1043.88	1072.46	1114.62	1078.97	1238.40	1151.45
ENSMUSG00000049588	15.55	10.72	7.97	14.86	9.39	6.16	15.66	13.33	4.68	6.83	12.98
ENSMUSG00000027613	704.59	638.69	666.67	639.08	572.93	555.83	561.02	455.09	594.49	651.38	593.34
ENSMUSG00000021913	1972.23	1890.17	1890.34	2099.95	1832.34	1836.35	1553.90	1520.82	1824.42	1724.98	1793.00
ENSMUSG00000034522	237.97	227.79	221.82	288.50	242.49	220.61	202.23	176.88	257.46	254.51	165.02
ENSMUSG00000051375	8172.80	7047.06	8531.94	6701.99	7193.61	6531.98	6317.35	6759.70	6627.14	7050.09	6532.31
ENSMUSG00000036972	124.43	107.19	50.86	193.21	194.68	72.71	110.90	64.89	95.96	150.17	181.71
ENSMUSG00000046691	1172.76	1086.22	1248.79	1116.42	1019.49	945.29	1060.72	888.85	1047.38	1038.50	997.55
ENSMUSG00000056211	3064.12	3187.21	2805.17	3115.82	2950.87	2551.17	2580.69	3028.31	2585.09	2533.35	2707.12
ENSMUSG00000035776	1825.25	1785.66	1848.67	1897.12	1666.70	1645.32	1526.50	1530.60	1688.67	1579.69	1581.62
ENSMUSG00000019865	43.55	28.58	58.82	32.35	26.47	33.28	23.48	34.67	33.94	37.05	37.08
ENSMUSG00000010154	319.63	283.17	321.08	258.78	240.78	232.93	260.94	217.77	241.07	268.16	292.96
ENSMUSG00000089706	70.77	83.97	54.53	60.32	69.16	67.78	41.75	76.44	56.17	65.33	38.94
ENSMUSG00000017307	174.98	139.35	167.28	169.60	150.28	140.50	122.64	156.44	159.15	137.49	124.23
ENSMUSG00000024947	1112.10	1008.51	1136.65	1055.22	877.75	899.69	870.23	857.74	964.29	959.51	941.93
ENSMUSG00000041263	2764.71	2519.93	2867.67	2412.93	2240.48	2187.60	2122.74	2150.13	2278.48	2375.38	2434.55
ENSMUSG00000042608	574.72	542.22	586.40	685.41	531.09	500.37	546.67	467.53	537.15	502.18	539.57
ENSMUSG00000071652	430.84	419.84	468.75	419.64	381.67	372.20	374.45	352.87	381.50	396.87	368.98
ENSMUSG00000039254	269.08	246.54	246.94	250.04	220.29	234.17	198.31	212.44	228.20	234.03	187.27
ENSMUSG00000027581	7986.93	7372.21	7905.10	7492.31	6636.91	6546.77	6703.54	5743.75	6840.13	6964.28	6745.55
ENSMUSG00000036067	507.06	464.50	458.34	486.96	401.31	407.94	349.66	422.20	429.48	431.98	402.36
ENSMUSG00000036432	268.30	287.64	303.31	319.98	284.33	221.84	275.29	253.32	243.41	274.98	281.84
ENSMUSG00000023345	146.21	126.85	139.71	134.63	151.98	115.85	140.91	110.22	127.56	125.79	120.52
ENSMUSG00000020135	3358.09	2979.97	3689.98	2949.72	2751.08	2727.41	2623.75	2653.22	2912.76	2913.65	2794.27
ENSMUSG00000019772	279.97	416.27	343.14	396.91	338.12	370.97	353.57	261.32	328.84	283.76	268.86
ENSMUSG00000040420	264.42	259.94	237.13	305.99	219.44	240.33	216.58	188.44	239.90	235.98	239.19
ENSMUSG00000059713	721.70	787.87	722.43	779.83	753.09	626.08	662.79	602.64	681.09	698.18	717.57
ENSMUSG00000096472	729.48	711.05	757.97	733.49	643.80	619.92	694.10	555.53	674.07	623.10	621.15
ENSMUSG00000022525	320.41	376.96	306.99	501.82	438.02	364.80	331.39	312.88	349.91	344.22	341.17
ENSMUSG00000039804	1036.67	862.91	935.67	977.41	821.40	738.24	836.31	817.74	781.73	861.03	865.91
ENSMUSG00000038593	194.42	169.72	133.58	143.38	164.79	135.57	131.77	184.88	129.90	139.44	116.81
ENSMUSG00000037990	540.50	603.86	596.21	522.80	518.28	447.38	444.90	507.53	482.14	543.14	511.76
ENSMUSG00000050666	108.88	121.49	96.81	105.78	93.07	78.88	84.81	62.22	93.62	143.34	85.29
ENSMUSG00000043633	35.00	33.05	31.25	28.85	29.03	30.81	28.70	25.78	28.09	24.38	27.81
ENSMUSG00000090622	54.44	43.77	30.64	48.08	36.72	46.83	28.70	37.33	36.28	38.03	33.38
ENSMUSG00000040511	122.10	131.31	153.19	133.76	151.13	107.22	126.56	123.55	108.83	138.47	124.23
ENSMUSG00000033961	184.31	193.84	158.09	175.72	191.26	140.50	143.52	197.32	145.11	161.87	153.90
ENSMUSG00000027933	1565.50	1523.04	1671.58	1411.91	1319.18	1361.86	1226.42	1272.83	1380.90	1387.59	1284.95
ENSMUSG00000049907	934.01	957.59	1142.17	1253.67	1037.42	934.20	958.95	981.29	924.50	944.89	871.47
ENSMUSG00000097973	32.66	28.58	34.93	39.34	32.45	20.95	32.62	27.55	28.09	40.95	22.25
ENSMUSG00000006307	1074.77	1121.06	1189.35	1155.76	1131.34	921.87	876.76	1079.95	988.86	1078.48	1040.20
ENSMUSG00000036622	3151.22	2679.83	2951.01	2463.63	2367.70	2377.39	2360.20	2090.57	2478.60	2635.74	2427.14
ENSMUSG00000024937	327.41	326.05	328.43	340.08	256.15	298.25	293.56	217.77	300.75	265.23	296.67
ENSMUSG00000031812	2310.53	2244.80	2333.97	2667.33	2202.06	2082.84	2062.73	1916.36	2155.61	2120.88	2085.96
ENSMUSG00000052957	236.42	236.72	238.97	273.64	214.31	209.52	217.88	168.88	214.16	240.85	216.94
ENSMUSG00000097915	196.76	190.27	194.85	188.84	173.33	167.61	172.22	146.66	176.71	169.67	168.73
ENSMUSG00000041608	174.20	171.51	180.76	251.78	164.79	160.22	170.92	156.44	186.07	159.92	157.61
ENSMUSG00000002393	403.62	341.23	398.29	396.91	391.91	279.77	369.23	283.54	345.22	416.37	343.03
ENSMUSG00000040563	5380.09	4653.97	5401.40	4125.58	4288.84	4080.64	4163.29	4146.48	4221.10	4638.63	3910.49
ENSMUSG00000020778	313.41	299.25	317.40	309.48	256.15	267.44	262.24	234.66	265.65	288.63	263.30
ENSMUSG00000027932	94.10	109.87	117.65	93.54	81.97	99.83	83.50	82.66	85.43	80.93	96.42
ENSMUSG00000030607	115.10	99.15	131.13	124.14	129.78	97.36	103.07	120.88	98.30	98.49	114.96
ENSMUSG00000046856	11.67	14.29	13.48	15.74	9.39	16.02	10.44	11.56	9.36	6.83	12.98
ENSMUSG00000030590	185.87	178.66	176.47	213.32	195.53	173.78	156.56	167.99	176.71	164.79	155.75
ENSMUSG00000039929	299.41	331.41	315.57	316.48	295.43	274.84	245.28	331.54	283.20	257.43	237.34
ENSMUSG00000033722	162.54	172.40	117.65	229.93	188.70	136.80	150.04	129.77	153.30	162.84	181.71
ENSMUSG00000000085	864.02	731.59	791.67	839.28	691.61	648.27	675.83	779.52	702.15	666.00	654.53
ENSMUSG00000019960	792.47	720.87	1029.42	1277.28	1076.69	838.07	986.35	882.63	820.35	846.40	769.49
ENSMUSG00000006736	599.60	619.04	637.87	726.50	590.00	506.54	622.34	512.87	544.17	581.17	585.92
ENSMUSG00000053646	2579.61	2511.00	2507.38	2433.03	2506.88	2081.61	2041.85	2082.57	2243.37	2448.52	2343.70
ENSMUSG00000003752	246.53	234.04	264.71	278.01	208.34	235.40	197.01	188.44	246.92	235.98	190.98
ENSMUSG00000041592	479.06	469.86	506.74	438.00	361.17	380.83	391.41	347.54	416.61	415.40	433.88
ENSMUSG00000040812	72.33	80.39	41.05	109.28	116.98	59.16	74.37	80.89	64.36	72.16	83.44
ENSMUSG00000047824	951.12	1008.51	1050.25	1020.25	870.06	802.32	859.80	811.52	830.88	965.36	904.85
ENSMUSG00000060671	1357.86	1275.60	1324.15	1275.53	1134.75	1090.72	1060.72	1186.61	1101.21	1180.87	1092.12
ENSMUSG00000025218	202.20	176.87	178.31	222.93	179.31	147.89	197.01	146.66	149.79	197.95	170.59
ENSMUSG00000034656	3603.84	3164.88	3289.25	3229.48	3249.72	2718.78	2655.06	3246.08	2810.95	3016.03	2996.37
ENSMUSG00000032724	290.08	262.62	294.12	246.54	251.88	220.61	246.59	203.55	244.58	235.00	283.69
ENSMUSG00000097405	45.88	36.62	39.22	39.34	38.42	27.11	26.09	48.00	30.43	41.93	29.67
ENSMUSG00000071324	145.43	182.23	156.86	163.48	169.91	128.17	147.43	151.99	135.75	140.42	157.61
ENSMUSG00000060962	24.11	36.62	14.71	27.98	43.55	25.88	24.79	20.44	30.43	24.38	24.10
ENSMUSG00000011658	301.75	294.78	256.74	310.36	268.96	216.91	268.77	241.77	223.52	289.61	267.00
ENSMUSG00000028179	46.66	60.74	64.34	67.32	60.62	50.53	53.49	42.66	50.32	66.31	50.06
ENSMUSG00000027071	29.55	31.26	31.86	38.47	29.88	38.21	30.01	24.00	29.26	26.33	18.54
ENSMUSG00000024319	1652.60	1526.61	1603.57	1598.13	1363.58	1421.01	1306.00	1308.39	1424.20	1311.53	1411.04
ENSMUSG00000042549	20.22	16.97	21.45	26.23	17.08	24.65	10.44	13.33	21.06	20.48	14.83
ENSMUSG00000020061	55.22	53.60	35.54	46.34	46.96	41.90	40.45	36.44	43.30	42.91	42.65
ENSMUSG00000039640	686.70	678.00	685.67	666.18	667.70	601.43	670.61	472.87	627.26	621.15	580.36
ENSMUSG00000032850	2042.23	1855.34	2061.91	1855.16	1721.34	1777.19	1598.26	1575.93	1805.70	1696.70	1605.73
ENSMUSG00000022099	5584.63	5139.91	5191.22	5468.43	4881.41	4530.48	4515.56	4653.13	4736.01	4872.65	4388.87
ENSMUSG00000036537	125.99	119.70	122.55	111.03	107.58	118.32	104.38	84.44	125.22	87.76	101.98
ENSMUSG00000087612	52.11	58.96	39.83	45.46	40.13	36.97	39.14	35.55	38.62	52.66	42.65
ENSMUSG00000042744	7468.21	6737.99	7593.21	6145.09	6430.28	5787.58	5713.27	6198.84	6203.51	6250.49	6094.73
ENSMUSG00000045045	755.14	679.78	695.47	673.17	570.37	618.69	564.93	525.31	602.68	632.85	617.45
ENSMUSG00000009876	15.55	23.23	15.93	26.23	17.93	25.88	11.74	9.78	21.06	21.45	9.27
ENSMUSG00000032114	413.73	347.48	416.06	361.06	321.90	321.67	332.70	297.76	333.52	320.81	367.13
ENSMUSG00000068859	140.76	110.77	108.46	195.83	160.52	124.48	127.86	100.44	125.22	116.04	159.46
ENSMUSG00000001518	374.85	351.06	381.74	418.77	329.58	292.09	367.92	315.54	318.31	331.54	333.75
ENSMUSG00000096449	21.00	25.01	15.93	24.48	28.18	23.42	18.27	25.78	22.23	13.65	11.13
ENSMUSG00000028541	1206.98	1083.54	1150.13	1205.59	1044.25	976.10	1015.06	869.29	1040.35	1069.70	1036.49
ENSMUSG00000015127	265.97	259.05	299.64	253.53	267.25	220.61	216.58	263.99	228.20	254.51	228.07
ENSMUSG00000021037	2057.78	1774.94	2007.37	2028.26	1728.17	1729.13	1591.73	1678.15	1784.64	1697.68	1633.54
ENSMUSG00000024050	1031.22	979.92	1021.46	899.60	972.53	797.39	844.14	851.52	855.45	944.89	878.89
ENSMUSG00000029245	2921.02	2897.79	2949.17	3086.10	3324.86	2856.82	2610.70	2695.88	2706.79	2601.61	2519.85
ENSMUSG00000032705	1342.30	1237.19	1353.57	1417.16	1191.96	1188.08	1002.01	1336.83	1112.91	1128.21	1112.51
ENSMUSG00000017417	400.51	293.89	237.75	375.93	253.59	316.74	246.59	179.55	349.91	235.98	304.09
ENSMUSG00000043051	33.44	36.62	41.05	31.47	38.42	32.04	20.88	36.44	26.92	39.00	31.52
ENSMUSG00000071604	291.64	312.65	259.81	363.69	371.42	264.98	288.34	253.32	296.07	276.93	302.23
ENSMUSG00000020652	68.44	65.21	61.89	57.70	58.06	39.44	63.93	67.55	38.62	50.71	66.75
ENSMUSG00000035198	478.28	498.45	481.62	507.94	438.02	444.91	400.54	379.54	444.70	436.85	430.17
ENSMUSG00000009614	258.97	284.06	261.64	225.56	234.81	207.05	219.19	207.10	239.90	246.70	207.67
ENSMUSG00000041241	846.13	854.87	898.91	892.61	811.15	730.84	807.61	669.30	763.00	801.55	771.34
ENSMUSG00000030102	12137.49	12089.61	12854.90	13956.51	13958.59	10992.21	11326.08	11935.47	11116.23	11789.15	11301.29
ENSMUSG00000067148	386.51	339.45	389.10	437.12	345.81	350.02	332.70	286.21	365.12	351.04	311.50
ENSMUSG00000050069	335.19	378.75	418.51	414.39	289.45	350.02	326.17	268.43	340.54	296.44	356.00
ENSMUSG00000032446	29.55	55.38	6.74	43.71	47.82	2.46	32.62	4.44	8.19	53.63	53.77
ENSMUSG00000079076	9.33	11.61	12.26	19.23	11.10	8.63	7.83	11.56	17.55	8.78	9.27
ENSMUSG00000004031	1815.14	1706.16	1824.16	1741.50	1553.99	1360.62	1483.44	1626.59	1438.24	1627.47	1557.52
ENSMUSG00000027490	192.87	124.17	144.00	195.83	146.86	138.03	159.17	118.22	150.96	138.47	139.06
ENSMUSG00000044134	137.65	144.71	158.70	177.47	143.45	120.78	134.38	118.22	140.43	124.81	172.44
ENSMUSG00000034730	6842.94	6356.56	6636.70	6139.85	5300.65	5363.62	5067.45	5320.65	5661.68	5828.27	5677.53
ENSMUSG00000001227	2907.02	2668.22	3030.66	2622.75	2312.20	2336.72	2373.25	2145.68	2470.40	2531.40	2397.47
ENSMUSG00000073437	24.89	32.16	19.61	27.10	23.91	22.18	18.27	32.00	12.87	17.55	27.81
ENSMUSG00000038295	90.99	108.98	123.78	87.42	83.68	78.88	88.72	67.55	92.45	93.61	103.83
ENSMUSG00000053038	34.22	34.84	33.70	34.10	26.47	35.74	20.88	23.11	33.94	21.45	38.94
ENSMUSG00000060601	755.14	719.98	694.86	698.52	677.10	578.02	636.69	599.08	598.00	651.38	680.49
ENSMUSG00000027951	4151.34	4051.90	4425.90	3980.45	3583.57	3569.17	3554.00	3446.07	3745.98	3483.11	3463.63
ENSMUSG00000028540	180.43	184.91	215.69	187.09	153.69	163.92	142.21	158.22	170.86	170.65	165.02
ENSMUSG00000019846	131.43	121.49	150.12	151.25	134.91	112.15	127.86	98.66	120.54	135.54	135.36
ENSMUSG00000037579	1815.92	1963.42	2002.47	1963.56	1698.29	1571.37	1589.12	1530.60	1653.57	1892.70	1698.44
ENSMUSG00000043895	56.77	64.32	53.31	70.81	49.52	55.46	50.88	48.00	62.02	52.66	33.38
ENSMUSG00000045509	66.88	72.36	81.50	90.92	45.25	54.23	67.84	46.22	67.87	78.01	57.48
ENSMUSG00000058248	1402.18	1528.40	1360.92	1742.38	1695.73	1269.42	1373.85	1391.94	1254.51	1428.54	1403.62
ENSMUSG00000038244	9348.67	7912.65	8856.70	7988.89	7822.04	7135.88	6751.81	8082.31	7364.40	7523.99	7248.03
ENSMUSG00000039810	264.42	271.56	269.00	299.87	238.22	234.17	208.75	224.88	246.92	257.43	237.34
ENSMUSG00000055839	823.58	747.67	790.45	822.67	783.83	734.54	734.55	597.31	739.60	705.98	667.51
ENSMUSG00000033450	9.33	16.08	9.19	13.11	9.39	9.86	11.74	9.78	7.02	10.73	7.42
ENSMUSG00000070436	395.07	422.52	344.37	495.70	438.02	320.44	413.59	309.32	331.18	442.70	378.25
ENSMUSG00000020175	568.50	488.62	476.11	458.11	482.42	400.55	412.28	478.20	408.42	435.88	465.40
ENSMUSG00000006154	206.09	138.46	211.40	116.28	117.83	165.15	133.08	80.89	145.11	194.05	98.27
ENSMUSG00000031841	1221.76	1347.06	1499.40	1288.64	1060.47	1213.96	1078.99	1031.07	1220.57	1136.99	1062.45
ENSMUSG00000042943	132.99	160.79	142.16	159.99	147.71	149.13	110.90	126.22	154.47	123.84	109.40
ENSMUSG00000058013	1448.85	1397.98	1344.99	1404.92	1316.62	1268.19	1123.35	1252.39	1290.79	1188.67	1134.76
ENSMUSG00000034659	839.91	829.85	879.91	943.31	823.10	729.61	778.90	678.19	800.45	843.48	702.74
ENSMUSG00000017404	18.66	15.19	16.54	17.48	19.64	17.25	19.57	15.11	18.72	11.70	5.56
ENSMUSG00000079662	261.31	291.21	306.38	244.79	197.24	220.61	191.79	223.99	232.88	261.33	233.63
ENSMUSG00000046441	138.43	159.90	167.89	152.12	153.69	155.29	109.59	137.77	134.58	151.14	114.96
ENSMUSG00000024925	213.87	161.68	201.59	201.95	170.77	158.99	172.22	157.33	181.39	173.57	153.90
ENSMUSG00000031149	906.79	827.17	896.45	843.65	784.68	722.21	769.77	727.08	738.43	741.09	799.16
ENSMUSG00000029060	1558.50	1429.24	1414.23	1333.23	1199.65	1170.83	1161.18	1195.50	1265.04	1266.68	1233.04
ENSMUSG00000031543	1085.66	1014.76	1169.74	1057.84	997.29	902.15	975.91	818.63	973.65	972.19	971.60
ENSMUSG00000022554	154.76	174.19	195.47	174.85	164.79	151.59	152.65	135.99	161.49	154.07	157.61
ENSMUSG00000043531	320.41	342.13	333.34	528.92	453.39	327.83	323.57	350.21	345.22	334.46	389.38
ENSMUSG00000073889	210.76	209.92	168.51	249.16	227.12	182.40	195.70	146.66	181.39	222.33	185.42
ENSMUSG00000029352	14.00	8.93	12.87	18.36	10.25	14.79	10.44	12.44	10.53	7.80	9.27
ENSMUSG00000024990	146.21	144.71	183.83	207.20	152.84	175.01	161.78	88.00	174.37	140.42	133.50
ENSMUSG00000057068	41.22	29.48	14.09	45.46	52.94	29.58	32.62	29.33	24.58	38.03	31.52
ENSMUSG00000041609	819.69	809.31	768.39	888.24	716.37	606.36	729.33	695.08	667.04	788.87	713.86
ENSMUSG00000042807	916.12	947.77	870.72	1099.81	1024.61	960.08	821.96	836.41	862.48	783.02	838.09
ENSMUSG00000027602	2508.07	2384.16	2382.37	2646.35	2286.59	2165.41	2082.30	1767.92	2252.74	2302.25	2265.82
